番号,97
名前,토모에
呼び名,토모에

CSTR,0,사시로
CSTR,1,토모에
CSTR,3,토모에
CSTR,4,토모에
CSTR,5,사시로
CSTR,6,토모에
CSTR,7,토모에
CSTR,8,인간
CSTR,99,토모에

基礎,체력,2000
基礎,기력,2600
基礎,정신력,2800

素質,성별,1
素質,성장형,2
基礎,신장,1650 ;mm
; 체격,-2 = 여(1100 ~ 1299) 남(1200 ~ 1399) 신장
; 체격,-1 = 여(1300 ~ 1499) 남(1400 ~ 1599)
; 체격,0  = 여(1500 ~ 1699) 남(1600 ~ 1799)
; 체격,1  = 여(1700 ~ 1799) 남(1800 ~ 1949)
; 체격,2  = 여(1800 ~ 1999) 남(1950 ~ 2149)
; 체격,3  =   (3000 ~ 3999)
素質,체격,0
素質,체형,1
素質,가슴크기,2
素質,엉덩이크기,1
素質,머리길이,5
素質,머리색,0xB9A0FE

素質,처녀,1
素質,애널처녀,1
素質,키스미경험,1
素質,음모현재치,0
素質,음모목표치,0
素質,겨드랑이털현재치,0
素質,겨드랑이털목표치,0
素質,Ｖ조임,950
素質,Ａ조임,950
素質,성적기호,4
素質,학생,1

素質,자제심,1
素質,헌신적,1
素質,쾌감을부정,1
素質,Ｖ민감,1

能力,무투,45
能力,방위,41
能力,지략,75
能力,정치,87
能力,가창,31
能力,요리,45
能力,야심,20
能力,성지식,3
能力,Ｃ감,0
能力,Ｂ감,0
能力,Ｖ감,0
能力,Ａ감,0
能力,Ｍ감,0
能力,욕망,0
能力,성기술,0
能力,봉사,2
能力,노출,0
能力,새드,0
能力,마조,0
能力,주량,4

相性,96,200
相性,98,125